Quarter Ending,HSC Trust,Diagnostic Service,Recommended Waiting Time,Category,0 - 6 weeks,> 6 - 9 weeks,> 9 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,> 26 - 36 weeks,> 36 weeks,> 36 - 52 weeks,> 52 - 65 weeks,> 65 - 78 weeks,> 78 weeks,Total,,,,
30-Jun-10,Southern,Hysteroscopy,13 week,Endoscopy,80,22,18,1,0,0,.,0,.,.,.,.,121,,,,
30-Jun-10,Southern,Laparoscopy,13 week,Endoscopy,21,17,10,0,0,0,.,0,.,.,.,.,48,,,,
30-Jun-10,Southern,Laryngoscopy,13 week,Endoscopy,5,2,0,0,0,0,.,0,.,.,.,.,7,,,,
30-Jun-10,Southern,Magnetic Resonance Imaging,9 week,Imaging,591,222,176,0,0,0,.,0,.,.,.,.,989,,,,
30-Jun-10,Southern,Non-obstetric ultrasound,9 week,Imaging,"2,279",716,257,0,0,0,.,0,.,.,.,.,"3,252",,,,
30-Jun-10,Southern,Oesophagoscopy,13 week,Endoscopy,4,0,0,0,0,0,.,0,.,.,.,.,4,,,,
30-Jun-10,Southern,Patient Activated Ambulatory Function,9 week,Physiological Measurement,45,12,0,0,0,0,.,0,.,.,.,.,57,,,,
30-Jun-10,Southern,Peripheral neurophysiology,9 week,Physiological Measurement,236,80,101,98,0,0,.,0,.,.,.,.,515,,,,
30-Jun-10,Southern,Plain Film Xrays,9 week,Imaging,"1,057",355,309,0,0,0,.,0,.,.,.,.,"1,721",,,,
30-Jun-10,Southern,Pressures and flows,9 week,Physiological Measurement,75,39,20,11,0,0,.,0,.,.,.,.,145,,,,
30-Jun-10,Southern,Pure tone audiometry,9 week,Physiological Measurement,175,13,0,0,0,0,.,0,.,.,.,.,188,,,,
30-Jun-10,Southern,Radio-Nuclide Imaging,9 week,Imaging,103,20,15,0,0,0,.,0,.,.,.,.,138,,,,
30-Jun-10,Southern,Sleep studies,9 week,Physiological Measurement,38,0,0,0,0,0,.,0,.,.,.,.,38,,,,
30-Jun-10,Southern,Tilt testing and autonomic function,9 week,Physiological Measurement,7,4,0,0,0,0,.,0,.,.,.,.,11,,,,
30-Jun-10,Southern,Ureteroscopy,13 week,Endoscopy,7,3,6,6,4,9,.,9,.,.,.,.,35,,,,
30-Jun-10,South Eastern,Ambulatory BP,9 week,Physiological Measurement,53,5,3,0,0,0,.,0,.,.,.,.,61,,,,
30-Jun-10,South Eastern,Arthroscopy,13 week,Endoscopy,2,1,0,0,0,0,.,0,.,.,.,.,3,,,,
30-Jun-10,South Eastern,Barium Studies,9 week,Imaging,127,4,0,0,0,0,.,0,.,.,.,.,131,,,,
30-Jun-10,South Eastern,Breath Tests,9 week,Physiological Measurement,5,0,0,0,0,0,.,0,.,.,.,.,5,,,,
30-Jun-10,South Eastern,Bronchoscopy,13 week,Endoscopy,9,0,1,0,0,0,.,0,.,.,.,.,10,,,,
30-Jun-10,South Eastern,Colonoscopy (Day Case),13 week,Endoscopy,254,83,62,85,9,0,.,0,.,.,.,.,493,,,,
30-Jun-10,South Eastern,Computerised Tomography,9 week,Imaging,401,23,5,0,0,0,.,0,.,.,.,.,429,,,,
30-Jun-10,South Eastern,Cystoscopy (Day Case),13 week,Endoscopy,80,4,0,1,0,0,.,0,.,.,.,.,85,,,,
30-Jun-10,South Eastern,DEXA Scan,9 week,Imaging,142,32,2,0,0,0,.,0,.,.,.,.,176,,,,
30-Jun-10,South Eastern,Diagnostic endoscopic examination of fallopian tube,13 week,Endoscopy,0,0,1,0,0,0,.,0,.,.,.,.,1,,,,
30-Jun-10,South Eastern,Duodenoscopy,13 week,Endoscopy,0,0,2,0,0,0,.,0,.,.,.,.,2,,,,
30-Jun-10,South Eastern,Echocardiography,9 week,Physiological Measurement,507,131,30,0,0,0,.,0,.,.,.,.,668,,,,
30-Jun-10,South Eastern,Endoscopic retrograde cholangio-pancreatography (ERCP),13 week,Endoscopy,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
30-Jun-10,South Eastern,Exercise tolerance testing,9 week,Physiological Measurement,139,12,0,0,0,0,.,0,.,.,.,.,151,,,,
30-Jun-10,South Eastern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,149,26,16,15,1,0,.,0,.,.,.,.,207,,,,
30-Jun-10,South Eastern,Fluroscopy,9 week,Imaging,67,5,0,0,0,0,.,0,.,.,.,.,72,,,,
30-Jun-10,South Eastern,Gastroscopy (Day Case),13 week,Endoscopy,420,88,79,43,0,0,.,0,.,.,.,.,630,,,,
30-Jun-10,South Eastern,Gut transit marker study,9 week,Imaging,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
30-Jun-10,South Eastern,Hysteroscopy,13 week,Endoscopy,116,32,28,1,0,0,.,0,.,.,.,.,177,,,,
30-Jun-10,South Eastern,Ileoscopy,13 week,Endoscopy,9,2,1,0,0,0,.,0,.,.,.,.,12,,,,
30-Jun-10,South Eastern,Laparoscopy,13 week,Endoscopy,28,14,16,4,0,1,.,1,.,.,.,.,63,,,,
30-Jun-10,South Eastern,Laryngoscopy,13 week,Endoscopy,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
30-Jun-10,South Eastern,Magnetic Resonance Imaging,9 week,Imaging,414,162,20,0,0,0,.,0,.,.,.,.,596,,,,
30-Jun-10,South Eastern,Non-obstetric ultrasound,9 week,Imaging,"1,538",227,4,0,0,0,.,0,.,.,.,.,"1,769",,,,
30-Jun-10,South Eastern,Patch testing (Dermatology),9 week,Physiological Measurement,10,0,0,0,0,0,.,0,.,.,.,.,10,,,,
30-Jun-10,South Eastern,Patient Activated Ambulatory Function,9 week,Physiological Measurement,34,3,1,0,0,0,.,0,.,.,.,.,38,,,,
30-Jun-10,South Eastern,Plain Film Xrays,9 week,Imaging,782,39,0,0,0,0,.,0,.,.,.,.,821,,,,
30-Jun-10,South Eastern,Pressures and flows,9 week,Physiological Measurement,65,13,0,0,0,0,.,0,.,.,.,.,78,,,,
30-Jun-10,South Eastern,Pure tone audiometry,9 week,Physiological Measurement,31,13,0,0,0,0,.,0,.,.,.,.,44,,,,
30-Jun-10,South Eastern,Radio-Nuclide Imaging,9 week,Imaging,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
30-Jun-10,South Eastern,Tilt testing and autonomic function,9 week,Physiological Measurement,7,0,0,0,0,0,.,0,.,.,.,.,7,,,,
30-Jun-10,South Eastern,Ureteroscopy,13 week,Endoscopy,1,0,1,0,0,0,.,0,.,.,.,.,2,,,,
30-Jun-10,South Eastern,Uroflowmetry,9 week,Physiological Measurement,41,22,33,42,0,0,.,0,.,.,.,.,138,,,,
30-Jun-10,South Eastern,Visual Field Sciences,9 week,Physiological Measurement,7,5,0,0,0,0,.,0,.,.,.,.,12,,,,
30-Jun-10,Western,Ambulatory BP,9 week,Physiological Measurement,73,21,12,3,0,0,.,0,.,.,.,.,109,,,,
30-Jun-10,Western,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,282,71,89,28,0,0,.,0,.,.,.,.,470,,,,
30-Jun-10,Western,Arthroscopy,13 week,Endoscopy,30,25,23,45,22,76,.,76,.,.,.,.,221,,,,
30-Jun-10,Western,Barium Studies,9 week,Imaging,89,12,4,0,0,0,.,0,.,.,.,.,105,,,,
30-Jun-10,Western,Bronchial challenge testing,9 week,Physiological Measurement,7,1,0,0,0,0,.,0,.,.,.,.,8,,,,
30-Jun-10,Western,Bronchoscopy,13 week,Endoscopy,0,1,0,0,0,0,.,0,.,.,.,.,1,,,,
30-Jun-10,Western,Cardio-respiratory exercise testing,9 week,Physiological Measurement,6,3,1,0,0,0,.,0,.,.,.,.,10,,,,
30-Jun-10,Western,Colonoscopy (Day Case),13 week,Endoscopy,303,173,139,14,0,0,.,0,.,.,.,.,629,,,,
30-Jun-10,Western,Colposcopy,13 week,Endoscopy,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
30-Jun-10,Western,Colposcopy (Other),9 week,Endoscopy,105,20,0,0,0,0,.,0,.,.,.,.,125,,,,
30-Jun-10,Western,Computerised Tomography,9 week,Imaging,594,58,31,0,0,0,.,0,.,.,.,.,683,,,,
30-Jun-10,Western,Cystoscopy (Day Case),13 week,Endoscopy,108,49,30,23,3,1,.,1,.,.,.,.,214,,,,
30-Jun-10,Western,DEXA Scan,9 week,Imaging,197,100,124,0,0,0,.,0,.,.,.,.,421,,,,
30-Jun-10,Western,Diagnostic arteriography,9 week,Imaging,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
30-Jun-10,Western,Diagnostic endoscopic examination of fallopian tube,13 week,Endoscopy,1,0,0,3,0,0,.,0,.,.,.,.,4,,,,
30-Jun-10,Western,Echocardiography,9 week,Physiological Measurement,478,115,18,0,0,0,.,0,.,.,.,.,611,,,,
30-Jun-10,Western,Endoscopic retrograde cholangio-pancreatography (ERCP),13 week,Endoscopy,4,0,0,0,0,0,.,0,.,.,.,.,4,,,,
30-Jun-10,Western,Exercise tolerance testing,9 week,Physiological Measurement,179,7,2,0,0,0,.,0,.,.,.,.,188,,,,
30-Jun-10,Western,FESS (Functional endoscopic sinus surgery),13 week,Endoscopy,1,0,1,0,0,0,.,0,.,.,.,.,2,,,,
30-Jun-10,Western,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,237,85,60,17,1,0,.,0,.,.,.,.,400,,,,
30-Jun-10,Western,Fluroscopy,9 week,Imaging,103,11,5,0,0,0,.,0,.,.,.,.,119,,,,
30-Jun-10,Western,Gastroscopy (Day Case),13 week,Endoscopy,408,206,126,23,0,0,.,0,.,.,.,.,763,,,,
30-Jun-10,Western,Gut transit marker study,9 week,Imaging,1,0,0,0,0,0,.,0,.,.,.,.,1,,,,
30-Jun-10,Western,Hysteroscopy,13 week,Endoscopy,59,19,13,18,0,0,.,0,.,.,.,.,109,,,,
30-Jun-10,Western,Ileoscopy,13 week,Endoscopy,2,1,0,1,0,0,.,0,.,.,.,.,4,,,,
30-Jun-10,Western,Laparoscopy,13 week,Endoscopy,28,17,28,27,1,1,.,1,.,.,.,.,102,,,,
30-Jun-10,Western,Laryngoscopy,13 week,Endoscopy,8,4,0,2,0,0,.,0,.,.,.,.,14,,,,
30-Jun-10,Western,Magnetic Resonance Imaging,9 week,Imaging,541,37,120,0,0,0,.,0,.,.,.,.,698,,,,
30-Jun-10,Western,Non-obstetric ultrasound,9 week,Imaging,"1,484",295,510,0,0,0,.,0,.,.,.,.,"2,289",,,,
30-Jun-10,Western,Oesophagoscopy,13 week,Endoscopy,3,0,1,2,0,0,.,0,.,.,.,.,6,,,,
30-Jun-10,Western,Patient Activated Ambulatory Function,9 week,Physiological Measurement,75,22,47,9,2,0,.,0,.,.,.,.,155,,,,
30-Jun-10,Western,Peak expiratory flow (PEF),9 week,Physiological Measurement,36,3,2,2,0,0,.,0,.,.,.,.,43,,,,
30-Jun-10,Western,Perfusion studies,9 week,Physiological Measurement,31,9,9,8,0,0,.,0,.,.,.,.,57,,,,
30-Jun-10,Western,Peripheral neurophysiology,9 week,Physiological Measurement,3,0,0,0,0,0,.,0,.,.,.,.,3,,,,
30-Jun-10,Western,Pharyngoscopy,13 week,Endoscopy,0,0,2,1,1,0,.,0,.,.,.,.,4,,,,
30-Jun-10,Western,Plain Film Xrays,9 week,Imaging,963,151,157,0,0,0,.,0,.,.,.,.,"1,271",,,,
30-Jun-10,Western,Pressures and flows,9 week,Physiological Measurement,49,6,0,0,0,0,.,0,.,.,.,.,55,,,,
30-Jun-10,Western,Pure tone audiometry,9 week,Physiological Measurement,157,13,0,0,0,0,.,0,.,.,.,.,170,,,,
30-Jun-10,Western,Radio-Nuclide Imaging,9 week,Imaging,162,40,87,0,0,0,.,0,.,.,.,.,289,,,,
30-Jun-10,Western,Rigid sigmoidoscopy,13 week,Endoscopy,11,0,0,1,0,0,.,0,.,.,.,.,12,,,,
30-Jun-10,Western,Sleep studies,9 week,Physiological Measurement,73,0,0,0,0,0,.,0,.,.,.,.,73,,,,
30-Jun-10,Western,Spirometry inc.flow volume curves,9 week,Physiological Measurement,36,3,2,2,0,0,.,0,.,.,.,.,43,,,,
30-Jun-10,Western,Static lung volumes,9 week,Physiological Measurement,36,3,2,2,0,0,.,0,.,.,.,.,43,,,,
30-Jun-10,Western,Tilt testing and autonomic function,9 week,Physiological Measurement,11,3,8,3,0,0,.,0,.,.,.,.,25,,,,
30-Jun-10,Western,Transfer Factor,9 week,Physiological Measurement,36,3,2,2,0,0,.,0,.,.,.,.,43,,,,
30-Jun-10,Western,Ureteroscopy,13 week,Endoscopy,6,0,0,1,1,0,.,0,.,.,.,.,8,,,,
30-Sep-10,Belfast,Ambulatory BP,9 week,Physiological Measurement,63,8,0,0,0,0,.,0,.,.,.,.,71,,,,
30-Sep-10,Belfast,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,461,133,158,123,0,0,.,0,.,.,.,.,875,,,,
30-Sep-10,Belfast,Arthroscopy,13 week,Endoscopy,0,0,1,183,100,191,.,191,.,.,.,.,475,,,,
30-Sep-10,Belfast,Barium Studies,9 week,Imaging,176,66,0,0,0,0,.,0,.,.,.,.,242,,,,
30-Sep-10,Belfast,Bronchial challenge testing,9 week,Physiological Measurement,15,0,0,0,0,0,.,0,.,.,.,.,15,,,,
30-Sep-10,Belfast,Bronchoscopy,13 week,Endoscopy,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
30-Sep-10,Belfast,Cardio-respiratory exercise testing,9 week,Physiological Measurement,17,17,0,0,0,0,.,0,.,.,.,.,34,,,,
30-Sep-10,Belfast,Colonoscopy (Day Case),13 week,Endoscopy,360,99,141,202,38,24,.,24,.,.,.,.,864,,,,
30-Sep-10,Belfast,Computerised Tomography,9 week,Imaging,"1,027",422,3,0,0,0,.,0,.,.,.,.,"1,452",,,,
30-Sep-10,Belfast,Cystoscopy (Day Case),13 week,Endoscopy,348,161,173,168,69,92,.,92,.,.,.,.,"1,011",,,,
30-Sep-10,Belfast,DEXA Scan,9 week,Imaging,346,73,0,0,0,0,.,0,.,.,.,.,419,,,,
30-Sep-10,Belfast,Diagnostic arteriography,9 week,Imaging,13,0,0,0,0,0,.,0,.,.,.,.,13,,,,
30-Sep-10,Belfast,Diagnostic endoscopic examination of fallopian tube,13 week,Endoscopy,4,2,2,0,1,1,.,1,.,.,.,.,10,,,,
30-Sep-10,Belfast,Echocardiography,9 week,Physiological Measurement,876,374,0,0,0,0,.,0,.,.,.,.,"1,250",,,,
30-Sep-10,Belfast,EEG,9 week,Physiological Measurement,128,28,29,55,17,10,.,10,.,.,.,.,267,,,,
30-Sep-10,Belfast,Electrocardiograms (standard and 12 lead),9 week,Physiological Measurement,7,0,0,0,0,0,.,0,.,.,.,.,7,,,,
30-Sep-10,Belfast,Endoscopic retrograde cholangio-pancreatography (ERCP),13 week,Endoscopy,12,3,2,0,0,0,.,0,.,.,.,.,17,,,,
30-Sep-10,Belfast,Exercise tolerance testing,9 week,Physiological Measurement,315,60,17,0,0,0,.,0,.,.,.,.,392,,,,
30-Sep-10,Belfast,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,202,75,90,121,32,8,.,8,.,.,.,.,528,,,,
30-Sep-10,Belfast,Fluroscopy,9 week,Imaging,81,11,0,0,0,0,.,0,.,.,.,.,92,,,,
30-Sep-10,Belfast,Gastroscopy (Day Case),13 week,Endoscopy,776,234,307,383,112,50,.,50,.,.,.,.,"1,862",,,,
30-Sep-10,Belfast,Gut transit marker study,9 week,Imaging,4,0,0,0,0,0,.,0,.,.,.,.,4,,,,
30-Sep-10,Belfast,Hysteroscopy,13 week,Endoscopy,79,16,14,15,1,2,.,2,.,.,.,.,127,,,,
30-Sep-10,Belfast,Ileoscopy,13 week,Endoscopy,0,0,1,0,0,0,.,0,.,.,.,.,1,,,,
30-Sep-10,Belfast,Laparoscopy,13 week,Endoscopy,41,14,12,19,1,0,.,0,.,.,.,.,87,,,,
30-Sep-10,Belfast,Laryngoscopy,13 week,Endoscopy,6,3,1,5,0,0,.,0,.,.,.,.,15,,,,
30-Sep-10,Belfast,Magnetic Resonance Imaging,9 week,Imaging,"1,482",668,454,609,59,20,.,20,.,.,.,.,"3,292",,,,
30-Sep-10,Belfast,Mediastinoscopy,13 week,Endoscopy,3,0,0,0,0,0,.,0,.,.,.,.,3,,,,
30-Sep-10,Belfast,Non-obstetric ultrasound,9 week,Imaging,"1,510",581,12,0,0,0,.,0,.,.,.,.,"2,103",,,,
30-Sep-10,Belfast,Oesophagoscopy,13 week,Endoscopy,0,1,0,1,0,0,.,0,.,.,.,.,2,,,,
30-Sep-10,Belfast,Patient Activated Ambulatory Function,9 week,Physiological Measurement,69,29,46,43,0,0,.,0,.,.,.,.,187,,,,
30-Sep-10,Belfast,Perfusion studies,9 week,Physiological Measurement,276,118,160,93,0,0,.,0,.,.,.,.,647,,,,
30-Sep-10,Belfast,Peripheral neurophysiology,9 week,Physiological Measurement,492,207,252,535,142,79,.,79,.,.,.,.,"1,707",,,,
30-Sep-10,Belfast,PET,9 week,Imaging,89,36,25,57,3,0,.,0,.,.,.,.,210,,,,
30-Sep-10,Belfast,Pharyngoscopy,13 week,Endoscopy,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
30-Sep-10,Belfast,Plain Film Xrays,9 week,Imaging,31,0,0,0,0,0,.,0,.,.,.,.,31,,,,
30-Sep-10,Belfast,Pressures and flows,9 week,Physiological Measurement,33,23,9,14,2,0,.,0,.,.,.,.,81,,,,
30-Sep-10,Belfast,Pure tone audiometry,9 week,Physiological Measurement,134,53,3,1,0,0,.,0,.,.,.,.,191,,,,
30-Sep-10,Belfast,Radio-Nuclide Imaging,9 week,Imaging,203,51,25,57,3,0,.,0,.,.,.,.,339,,,,
30-Sep-10,Belfast,Sleep EEG,9 week,Physiological Measurement,12,4,3,0,0,0,.,0,.,.,.,.,19,,,,
30-Sep-10,Belfast,Sleep studies,9 week,Physiological Measurement,107,29,0,0,0,0,.,0,.,.,.,.,136,,,,
30-Sep-10,Belfast,Spirometry inc.flow volume curves,9 week,Physiological Measurement,26,0,0,0,0,0,.,0,.,.,.,.,26,,,,
30-Sep-10,Belfast,Static lung volumes,9 week,Physiological Measurement,7,0,0,0,0,0,.,0,.,.,.,.,7,,,,
30-Sep-10,Belfast,Thoracoscopy,13 week,Endoscopy,1,0,1,0,0,0,.,0,.,.,.,.,2,,,,
30-Sep-10,Belfast,Tilt testing and autonomic function,9 week,Physiological Measurement,18,2,9,36,14,33,.,33,.,.,.,.,112,,,,
30-Sep-10,Belfast,Transfer Factor,9 week,Physiological Measurement,20,0,0,0,0,0,.,0,.,.,.,.,20,,,,
30-Sep-10,Belfast,Ureteroscopy,13 week,Endoscopy,46,24,17,39,21,30,.,30,.,.,.,.,177,,,,
30-Sep-10,Northern,Ambulatory BP,9 week,Physiological Measurement,14,0,0,0,0,0,.,0,.,.,.,.,14,,,,
30-Sep-10,Northern,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,238,17,0,0,0,0,.,0,.,.,.,.,255,,,,
30-Sep-10,Northern,Barium Studies,9 week,Imaging,68,10,0,0,0,0,.,0,.,.,.,.,78,,,,
30-Sep-10,Northern,Bronchoscopy,13 week,Endoscopy,7,0,1,0,1,0,.,0,.,.,.,.,9,,,,
30-Sep-10,Northern,Cardio-respiratory exercise testing,9 week,Physiological Measurement,3,0,0,0,0,0,.,0,.,.,.,.,3,,,,
30-Sep-10,Northern,Colonoscopy (Day Case),13 week,Endoscopy,372,100,134,272,145,260,.,260,.,.,.,.,"1,283",,,,
30-Sep-10,Northern,Computerised Tomography,9 week,Imaging,546,12,0,0,0,0,.,0,.,.,.,.,558,,,,
30-Sep-10,Northern,Cystoscopy (Day Case),13 week,Endoscopy,127,21,28,59,11,34,.,34,.,.,.,.,280,,,,
30-Sep-10,Northern,Diagnostic endoscopic examination of fallopian tube,13 week,Endoscopy,8,3,2,4,1,0,.,0,.,.,.,.,18,,,,
30-Sep-10,Northern,Echocardiography,9 week,Physiological Measurement,348,141,0,0,0,0,.,0,.,.,.,.,489,,,,
30-Sep-10,Northern,Electrocardiograms (standard and 12 lead),9 week,Physiological Measurement,24,7,0,0,0,0,.,0,.,.,.,.,31,,,,
30-Sep-10,Northern,Endoscopic retrograde cholangio-pancreatography (ERCP),13 week,Endoscopy,2,0,0,1,0,0,.,0,.,.,.,.,3,,,,
30-Sep-10,Northern,Exercise tolerance testing,9 week,Physiological Measurement,96,25,0,0,0,0,.,0,.,.,.,.,121,,,,
30-Sep-10,Northern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,117,59,23,43,10,10,.,10,.,.,.,.,262,,,,
30-Sep-10,Northern,Fluroscopy,9 week,Imaging,147,17,0,0,0,0,.,0,.,.,.,.,164,,,,
30-Sep-10,Northern,Gastroscopy (Day Case),13 week,Endoscopy,458,160,166,305,126,209,.,209,.,.,.,.,"1,424",,,,
30-Sep-10,Northern,Gut transit marker study,9 week,Imaging,2,0,0,0,0,0,.,0,.,.,.,.,2,,,,
30-Sep-10,Northern,Hysteroscopy,13 week,Endoscopy,83,27,20,37,7,1,.,1,.,.,.,.,175,,,,
30-Sep-10,Northern,Ileoscopy,13 week,Endoscopy,3,0,0,1,1,0,.,0,.,.,.,.,5,,,,
30-Sep-10,Northern,Laparoscopy,13 week,Endoscopy,12,8,10,18,5,3,.,3,.,.,.,.,56,,,,
30-Sep-10,Northern,Laryngoscopy,13 week,Endoscopy,10,0,0,0,0,0,.,0,.,.,.,.,10,,,,
30-Sep-10,Northern,Magnetic Resonance Imaging,9 week,Imaging,566,67,0,0,0,0,.,0,.,.,.,.,633,,,,
30-Sep-10,Northern,Non-obstetric ultrasound,9 week,Imaging,"1,598",75,0,0,0,0,.,0,.,.,.,.,"1,673",,,,
30-Sep-10,Northern,Oesophagoscopy,13 week,Endoscopy,1,1,1,0,0,0,.,0,.,.,.,.,3,,,,
30-Sep-10,Northern,Patient Activated Ambulatory Function,9 week,Physiological Measurement,12,0,0,0,0,0,.,0,.,.,.,.,12,,,,
30-Sep-10,Northern,Perfusion studies,9 week,Physiological Measurement,37,17,39,0,0,0,.,0,.,.,.,.,93,,,,
30-Sep-10,Northern,Plain Film Xrays,9 week,Imaging,"1,018",16,0,0,0,0,.,0,.,.,.,.,"1,034",,,,
30-Sep-10,Northern,Pressures and flows,9 week,Physiological Measurement,41,28,30,85,2,0,.,0,.,.,.,.,186,,,,
30-Sep-10,Northern,Pure tone audiometry,9 week,Physiological Measurement,100,16,0,0,0,0,.,0,.,.,.,.,116,,,,
30-Sep-10,Northern,Radio-Nuclide Imaging,9 week,Imaging,73,1,0,0,0,0,.,0,.,.,.,.,74,,,,
30-Sep-10,Northern,Spirometry inc.flow volume curves,9 week,Physiological Measurement,3,0,0,0,0,0,.,0,.,.,.,.,3,,,,
30-Sep-10,Northern,Tilt testing and autonomic function,9 week,Physiological Measurement,0,1,0,0,0,0,.,0,.,.,.,.,1,,,,
30-Sep-10,Northern,Transfer Factor,9 week,Physiological Measurement,60,10,0,0,0,0,.,0,.,.,.,.,70,,,,
30-Sep-10,Northern,Ureteroscopy,13 week,Endoscopy,2,3,1,4,2,0,.,0,.,.,.,.,12,,,,
30-Sep-10,Southern,Ambulatory BP,9 week,Physiological Measurement,76,6,1,0,0,0,.,0,.,.,.,.,83,,,,
30-Sep-10,Southern,Ambulatory ECG monitoring (24 hr holter),9 week,Physiological Measurement,288,45,0,0,0,0,.,0,.,.,.,.,333,,,,
30-Sep-10,Southern,Arthroscopy,13 week,Endoscopy,26,14,8,11,1,1,.,1,.,.,.,.,61,,,,
30-Sep-10,Southern,Barium Studies,9 week,Imaging,300,32,0,0,0,0,.,0,.,.,.,.,332,,,,
30-Sep-10,Southern,Bronchoscopy,13 week,Endoscopy,3,0,0,2,0,0,.,0,.,.,.,.,5,,,,
30-Sep-10,Southern,Colonoscopy (Day Case),13 week,Endoscopy,177,59,49,148,109,153,.,153,.,.,.,.,695,,,,
30-Sep-10,Southern,Computerised Tomography,9 week,Imaging,814,144,0,0,0,0,.,0,.,.,.,.,958,,,,
30-Sep-10,Southern,Cystoscopy (Day Case),13 week,Endoscopy,113,53,39,59,36,100,.,100,.,.,.,.,400,,,,
30-Sep-10,Southern,DEXA Scan,9 week,Imaging,391,115,8,0,0,0,.,0,.,.,.,.,514,,,,
30-Sep-10,Southern,Diagnostic endoscopic examination of fallopian tube,13 week,Endoscopy,1,2,4,0,0,0,.,0,.,.,.,.,7,,,,
30-Sep-10,Southern,Echocardiography,9 week,Physiological Measurement,628,181,12,0,0,0,.,0,.,.,.,.,821,,,,
30-Sep-10,Southern,EEG,9 week,Physiological Measurement,65,22,0,0,0,0,.,0,.,.,.,.,87,,,,
30-Sep-10,Southern,Electrocardiograms (standard and 12 lead),9 week,Physiological Measurement,9,0,0,0,0,0,.,0,.,.,.,.,9,,,,
30-Sep-10,Southern,Endoscopic retrograde cholangio-pancreatography (ERCP),13 week,Endoscopy,3,0,0,0,0,0,.,0,.,.,.,.,3,,,,
30-Sep-10,Southern,Exercise tolerance testing,9 week,Physiological Measurement,40,1,0,0,0,0,.,0,.,.,.,.,41,,,,
30-Sep-10,Southern,Flexi sigmoidoscopy (Day Case),13 week,Endoscopy,71,33,23,74,47,79,.,79,.,.,.,.,327,,,,
30-Sep-10,Southern,Fluroscopy,9 week,Imaging,272,63,7,0,1,0,.,0,.,.,.,.,343,,,,
30-Sep-10,Southern,Gastroscopy (Day Case),13 week,Endoscopy,376,116,106,204,124,217,.,217,.,.,.,.,"1,143",,,,
30-Sep-10,Southern,Gut transit marker study,9 week,Imaging,5,1,0,0,0,0,.,0,.,.,.,.,6,,,,
30-Sep-10,Southern,Hysteroscopy,13 week,Endoscopy,76,24,20,2,0,0,.,0,.,.,.,.,122,,,,
30-Sep-10,Southern,Laparoscopy,13 week,Endoscopy,15,9,5,2,0,0,.,0,.,.,.,.,31,,,,
30-Sep-10,Southern,Laryngoscopy,13 week,Endoscopy,5,4,2,0,0,0,.,0,.,.,.,.,11,,,,
30-Sep-10,Southern,Magnetic Resonance Imaging,9 week,Imaging,642,223,190,59,0,0,.,0,.,.,.,.,"1,114",,,,
30-Sep-10,Southern,Non-obstetric ultrasound,9 week,Imaging,"1,886",321,0,1,0,0,.,0,.,.,.,.,"2,208",,,,
30-Sep-10,Southern,Oesophagoscopy,13 week,Endoscopy,1,0,1,0,0,0,.,0,.,.,.,.,2,,,,
30-Sep-10,Southern,Patient Activated Ambulatory Function,9 week,Physiological Measurement,38,6,0,0,0,0,.,0,.,.,.,.,44,,,,
30-Sep-10,Southern,Peripheral neurophysiology,9 week,Physiological Measurement,174,92,86,401,0,0,.,0,.,.,.,.,753,,,,
30-Sep-10,Southern,Pharyngoscopy,13 week,Endoscopy,1,1,0,0,0,0,.,0,.,.,.,.,2,,,,
30-Sep-10,Southern,Plain Film Xrays,9 week,Imaging,456,42,0,0,0,0,.,0,.,.,.,.,498,,,,
30-Sep-10,Southern,Pressures and flows,9 week,Physiological Measurement,62,26,8,36,0,0,.,0,.,.,.,.,132,,,,
30-Sep-10,Southern,Pure tone audiometry,9 week,Physiological Measurement,191,4,0,0,0,0,.,0,.,.,.,.,195,,,,
30-Sep-10,Southern,Radio-Nuclide Imaging,9 week,Imaging,139,38,0,4,0,0,.,0,.,.,.,.,181,,,,
30-Sep-10,Southern,Rigid sigmoidoscopy,13 week,Endoscopy,0,6,1,0,0,0,.,0,.,.,.,.,7,,,,
30-Sep-10,Southern,Sleep studies,9 week,Physiological Measurement,26,0,0,0,0,0,.,0,.,.,.,.,26,,,,
30-Sep-10,Southern,Standard Recording,9 week,Physiological Measurement,102,59,64,202,127,101,.,101,.,.,.,.,655,,,,
